epoch,train_loss,train_accuracy,val_loss,val_accuracy,f1
1,1.3967728518319191,0.4658121081463039,1.2810732927173376,0.5066468510776758,0.5771726965904236
2,1.1149538252745845,0.5771864826934456,1.2797730689247448,0.5264137191697955,0.6213621497154236
3,1.0083541969717638,0.6270726028217036,1.2028307523578405,0.5571924935405453,0.5198804140090942
4,0.9264108834316462,0.6553219608164954,1.123977520192663,0.5785962600881854,0.6109841465950012
5,0.8248424115286794,0.6966983702413095,1.1112650719781716,0.5945684844627976,0.5925556421279907
6,0.7551699342210983,0.7230645001090227,1.119323977579673,0.600520865060389,0.6637381315231323
7,0.7420205702669627,0.7250829060457394,1.1181742648283641,0.6033978505680958,0.6444448828697205
8,0.7082775496627269,0.7448753250796863,1.1308462619781494,0.6023313794285059,0.6849587559700012
9,0.6911812045711139,0.749538957761411,1.1232656644036372,0.6042411051069697,0.6841649413108826
10,0.6905369487039102,0.7490047261546859,1.1276221610605717,0.6021577694142858,0.6835336089134216
11,0.6954852040691725,0.7465918990090372,1.124248328929146,0.6038938810427984,0.685663640499115
12,0.6910829053846415,0.7461447006106066,1.1260910636434953,0.6025049940993389,0.6842988729476929
13,0.6782782803783217,0.7527758155416882,1.119301946212848,0.6042411035547653,0.6853438019752502
14,0.7010905969080663,0.7432893021299696,1.1235480569303036,0.6028522159904242,0.6841140985488892
15,0.6851748304329716,0.7533368941386748,1.1268625874072313,0.6040674944718679,0.682919442653656
16,0.6958056446310745,0.7418727149540078,1.1196513442943494,0.6030258281777302,0.6841140985488892
17,0.6938152743537495,0.7467631856392942,1.1249315477907658,0.6026786050448815,0.682919442653656
18,0.6889643564081067,0.7501796628725436,1.1236506775021553,0.6016369368880987,0.6841140985488892
19,0.6813607990897356,0.7491787916375202,1.1234664730727673,0.6031994360188643,0.6839605569839478
20,0.6924678029652986,0.7489223257679852,1.123210523898403,0.6021577712769309,0.6839605569839478
21,0.6865758161320699,0.7505083480951992,1.1254525395731132,0.6019841606418291,0.6839605569839478
22,0.6873303230842162,0.747798312893113,1.1240800637751818,0.6028522150591016,0.6835588812828064
23,0.6948085449071839,0.746908546894711,1.1255409059425194,0.6000744365155697,0.6841140985488892
24,0.6825271823076293,0.7529091419501343,1.1261139884591103,0.6000744365155697,0.682919442653656
25,0.6938754284350741,0.744867920564298,1.1212410318354766,0.6038194767509898,0.6563381552696228
26,0.6801040056635754,0.7531119068359893,1.1263862736523151,0.6030258256942034,0.6859624981880188
27,0.6926628801747962,0.7470659451758581,1.12217035330832,0.6019841584687432,0.6841140985488892
28,0.691311306492778,0.746192844356009,1.125177479038636,0.601984158779184,0.685155987739563
29,0.6833004034063523,0.7519638233334215,1.1273836586624384,0.6023313806702694,0.682919442653656
30,0.6924997911285171,0.7468798460910588,1.1296981386840343,0.601636936267217,0.6848698854446411
31,0.6989810003779887,0.7419477105140686,1.121703168998162,0.6024305870135626,0.6543869376182556
32,0.6959750914542544,0.7453660404713285,1.123210011050105,0.6012897156178951,0.682919442653656
33,0.6894268023127365,0.7472492688318457,1.124990377575159,0.6037202691659331,0.6838251352310181
34,0.6888076761839595,0.7498796798541714,1.12294901907444,0.6024305863926808,0.655239462852478
35,0.6891645809377764,0.7482260671047878,1.1293496365348499,0.6021577703456084,0.6848698854446411
36,0.6817402669250499,0.7475538820261743,1.1253973649193842,0.6023313806702694,0.6862816214561462
37,0.6878925112146621,0.748467720208529,1.1263137869536877,0.6021577706560493,0.6848698854446411
38,0.6832305525208267,0.748400132120745,1.1239723190665245,0.601984158779184,0.6835336089134216
39,0.6987106268617566,0.7436763196016416,1.1247788940866787,0.6012897112717231,0.685155987739563
40,0.6808031471373207,0.7516277292378577,1.124415888140599,0.6023313825329145,0.6853820085525513
41,0.6858641485010053,0.7461372928270783,1.125097847233216,0.603546659151713,0.6826619505882263
42,0.6950730759232224,0.7470631705251749,1.1265390149007242,0.6033730463435253,0.6893628835678101
43,0.6985958839521085,0.7466548583214961,1.126014123360316,0.6012897140656909,0.682919442653656
44,0.6815472074806224,0.7510185034717032,1.1236128838111956,0.6045883273084959,0.6853604912757874
45,0.6954819190439916,0.7432800447349449,1.1198989165325959,0.6035466566681862,0.6839869618415833
46,0.6985303911309952,0.7430819080019122,1.1263243866463502,0.6030258244524399,0.6831201910972595
47,0.6781517183189293,0.754884030115511,1.1245307860275109,0.6023313806702694,0.6829069256782532
48,0.6826903502561404,0.7525610111400913,1.1273444506029289,0.6018105490754048,0.6838251352310181
49,0.6810327874151285,0.7516471726464852,1.1209254258622725,0.6035466585308313,0.6841140985488892
50,0.6928649900320616,0.7484167963655437,1.1218895800411701,0.6016369381298622,0.6829069256782532
51,0.6918650630559996,0.7506824103098937,1.1253050900995731,0.6028522135068973,0.685155987739563
52,0.6839960467255146,0.7463743176223715,1.1236930824816227,0.6016369356463352,0.6874810457229614
53,0.6913169775712583,0.7461882174481922,1.1247220461567242,0.6026786041135589,0.6848698854446411
54,0.6953618624502934,0.7460456323997159,1.1238672429074843,0.6004216596484184,0.6847504377365112
55,0.68518855996605,0.750491681982892,1.123298717662692,0.6025049950306615,0.6862816214561462
56,0.7044597769219322,0.7462752492558552,1.1264079573253791,0.6003472538044056,0.6543301343917847
57,0.6877022523325977,0.7452428999208595,1.1242199633270502,0.6018105469023188,0.6838251352310181
58,0.691836318832776,0.7468409572506698,1.1271923662473757,0.6014633247007927,0.6848698854446411
59,0.6883743736824852,0.7495315491997542,1.1243464139600594,0.6031994391232729,0.6826619505882263
60,0.6815180957472978,0.7474622222213148,1.124295409147938,0.6009424912432829,0.6825276613235474
61,0.6829697168371385,0.7480158921010189,1.126028620948394,0.6019841612627109,0.6850196719169617
62,0.6890677194993738,0.7514777365614789,1.1239594475676615,0.6021577697247267,0.6837203502655029
63,0.6870519071428334,0.749633394240088,1.1211239080876112,0.6012897125134865,0.6826619505882263
64,0.6903062803626995,0.7509944308208735,1.1321322955191135,0.6019841562956572,0.6887814402580261
65,0.6876416916013075,0.7503972430142036,1.1215734239667654,0.602331381291151,0.6837933659553528
66,0.6888426296393492,0.7464520911012555,1.1263429522514343,0.6033730463435253,0.6882849931716919
67,0.6817089575233409,0.7529767289485384,1.1247818047801654,0.6035466603934765,0.6832787990570068
68,0.6932366637430365,0.746137292982704,1.122591403623422,0.6012897149970134,0.6821650862693787
69,0.688760491092896,0.7473946302428881,1.1169947981834412,0.6071924921125174,0.6866587996482849
70,0.6820295626594255,0.7508805492216862,1.126980680351456,0.6019841569165388,0.6817181706428528
71,0.6917584508112765,0.7468965103358575,1.1202448674788077,0.6026786050448815,0.6824995875358582
72,0.6940023170750073,0.7471140896993891,1.1284122169017792,0.6031994347771009,0.6824888586997986
73,0.6918856613629791,0.7487121496748363,1.1289951236297686,0.6005952705939611,0.6854878664016724
74,0.6824670588845684,0.7480908882835826,1.1210591768225033,0.6030258244524399,0.6841140985488892
75,0.6950419608980184,0.7495945088234645,1.1257400661706924,0.6025049934784571,0.6854878664016724
76,0.6962535051390646,0.7445901560721135,1.128103332594037,0.6012897149970134,0.6860653758049011
77,0.6917980252607062,0.7500296701961647,1.1244534185777109,0.6037202704076966,0.6829069256782532
78,0.6897438239335392,0.7505009403116709,1.122311370447278,0.6014633278052012,0.6839605569839478
79,0.6841053537071218,0.752715632280544,1.1238224419454734,0.6019841612627109,0.6862816214561462
80,0.6898554671682203,0.7471650144761287,1.1268846827248733,0.6018105465918779,0.6848698854446411
81,0.6776760497541403,0.7559552679796443,1.1215255272885163,0.6042411026234428,0.6830523610115051
82,0.6824903270283194,0.7506194516199376,1.1237907465547323,0.6023313816015919,0.6848698854446411
83,0.6782852889041054,0.7503463197937211,1.1212750157962244,0.6033730497583747,0.6837056279182434
84,0.689542343582248,0.7485816033639734,1.1251303143799305,0.604067491988341,0.6868630647659302
85,0.6939387102039924,0.7465048662676201,1.1261066185931365,0.6026786047344407,0.6840786337852478
86,0.6827657258541715,0.7491593480732671,1.123930328215162,0.6000744352738062,0.6848698854446411
87,0.6873113898944606,0.7496741326919735,1.1216976114859183,0.6025049922366937,0.685155987739563
88,0.6911958677027928,0.7492028639770986,1.1243436175088088,0.6037202707181374,0.682919442653656
89,0.6793467915244887,0.7510305401861823,1.124199414625764,0.6020833666746815,0.655857503414154
90,0.6883981803689863,0.7484436480245764,1.1206430767973263,0.6031994375710686,0.6844537854194641
91,0.6889639108517152,0.7471020540742899,1.121497742831707,0.6040674916779002,0.6847769021987915
92,0.6872770800291714,0.7506750054832538,1.121225818991661,0.6005952693521976,0.6821984052658081
93,0.6786336747068649,0.7525536035121888,1.1297991462051868,0.5979911017542084,0.687250554561615
94,0.684491307710543,0.7516518032893188,1.120579907670617,0.6020833645015955,0.6561253070831299
95,0.6939189595124118,0.7447642212436965,1.1225198972970247,0.6030258250733217,0.6850005984306335
96,0.6902630072349668,0.7476362849028864,1.1225588706632454,0.6019841578478614,0.6817181706428528
97,0.6899318603249194,0.7515888422649772,1.1287104195604722,0.6000744346529245,0.6839605569839478
98,0.6814540147625746,0.7482214373957083,1.1237211761375268,0.602852214127779,0.6826619505882263
99,0.6824031230986274,0.7520915921923386,1.1236863310138385,0.602678601940473,0.685155987739563
100,0.6870456962765975,0.7506148226889867,1.1265431810170412,0.6021577746917804,0.682919442653656
