epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9049883183957671,0.6810534381663113,0.4889240254452274,0.830812101910828
2,0.5263225750437678,0.8101512526652452,0.27964326174585685,0.8993829617834395
