config_id,status,config.batch_size,config.epochs,config.learning_rate,config.optimizer,config.scheduler_gamma,config.scheduler_step_size,config.weight_decay,metadata.account_for_cost,metadata.eval_cost,metadata.max,metadata.time_end,metadata.time_sampled,metadata.used,result.cost,result.loss,result.info_dict.cost,result.info_dict.train_accuracies,result.info_dict.train_losses,result.info_dict.train_time,result.info_dict.val_accuracies,result.info_dict.val_losses
29_1,complete,115.0,20.0,0.0008024459130820281,adamw,0.26060160722388176,938.0,4.3007236557719854e-05,True,1297.526570558548,82800.0,1722709711.5329072,1722708413.556878,26189.371942043304,1297.526570558548,0.18705362741436277,20.0,"[0.8026558155078066, 0.861470503527582, 0.8820608413675756, 0.899195575115213, 0.9049163991184326, 0.91330231576445, 0.9155328601741335, 0.9157663158822859, 0.917234082826587, 0.9183782483116861, 0.9202274042738682, 0.9205394474228034, 0.9203614658145813, 0.9198090308590939, 0.9198552592519368, 0.9182580514102461, 0.9175831098020362, 0.9189745994846216, 0.9202320254875712, 0.9191202201911707]","[0.5442178649337668, 0.3766742340471756, 0.30820359075753884, 0.26758709667544617, 0.25470903767139147, 0.22987056149250013, 0.22295726320603818, 0.22196941674825107, 0.21929656273939394, 0.21728258653049265, 0.21003351586928778, 0.20862926909940666, 0.21100472518060195, 0.213300210294541, 0.21138283831365942, 0.2186297476826387, 0.21442331109891097, 0.21523455042017703, 0.21159919504628796, 0.2142622974571999]",1297.526570558548,"[0.8933125870568411, 0.9040786311739967, 0.9227018186024257, 0.9245858771460397, 0.9299067894617716, 0.9307452968188694, 0.9303312182426453, 0.9319875331152053, 0.9327328727358863, 0.932732873871213, 0.9325672456196377, 0.9324016116914295, 0.932153164205097, 0.9315734534036546, 0.9325672433489844, 0.9319771823428926, 0.9321531659080868, 0.9313250070526486, 0.9316562709354219, 0.932401612826756]","[0.28615246826694124, 0.2594988391512916, 0.2116248702719098, 0.20256733014470055, 0.1918946452793621, 0.1932690496955599, 0.18990551304249537, 0.18842874999557221, 0.18825742197888237, 0.18789653458765576, 0.18883019976672671, 0.18733672627380915, 0.1873945849282401, 0.18771498728366126, 0.18752446465549014, 0.18795197095189775, 0.1883830984433492, 0.1871534166591508, 0.18756971153474988, 0.18705362741436277]"
59_1,complete,86.0,20.0,0.004917332618563636,adamw,0.432069824424275,1229.0,2.468493330679227e-05,True,1265.4565761089325,82800.0,1722738894.560564,1722737628.5944088,55162.49538612366,1265.4565761089325,0.18736581411212683,20.0,"[0.8004881333366489, 0.853281742131774, 0.8742910211969147, 0.888616160757853, 0.8948669396274205, 0.9070807478935433, 0.9127386899028567, 0.9148361516553302, 0.9192286837506166, 0.9198527215631789, 0.9227198259988283, 0.9236316171229846, 0.9251778436048299, 0.9245676725623007, 0.9262595081798506, 0.9258538832178269, 0.9259682898018142, 0.9260064261117433, 0.9275179822031202, 0.9271296939824263]","[0.5454642460523224, 0.401356783370639, 0.33664914568442994, 0.2975067587999197, 0.2841350631871676, 0.24906591007449333, 0.2355152062391979, 0.2270588140288278, 0.21831388428327436, 0.2146830327129108, 0.20648133100305346, 0.20339163506073688, 0.20028241975682792, 0.20273244454257178, 0.19602760512628367, 0.20151557100267017, 0.19824673851855326, 0.203034336816966, 0.19658139307378444, 0.19716874962549302]",1265.4565761089325,"[0.8979560890368052, 0.8959013432264328, 0.9146721052271979, 0.9222194079841887, 0.9264661175864083, 0.9258847262178148, 0.9291130938700267, 0.9303589390856879, 0.9307633881058012, 0.932590628521783, 0.9321031212806702, 0.932258404152734, 0.9329228541680745, 0.9327675755534853, 0.9321753472089768, 0.9326014616659709, 0.9325075732810156, 0.9335042506456375, 0.9318539559841156, 0.9339303663798741]","[0.28675151307668006, 0.2831752196486507, 0.2351691512124879, 0.2214613582406725, 0.20192977796707834, 0.20810029911143438, 0.19600460204694953, 0.19793208430388143, 0.19375127514025994, 0.1921154379312481, 0.1910200410921659, 0.19203809132533414, 0.19064971094152758, 0.1903592690293278, 0.18793778459408453, 0.18895907258348807, 0.1899223916498678, 0.1888133088925055, 0.18976038143570934, 0.18736581411212683]"
71_0,complete,94.0,6.0,0.001284379125711567,adamw,0.14666653083358086,1443.0,0.02428022326817188,True,391.51398372650146,82800.0,1722748904.6706622,1722748512.7557137,66032.23144626617,391.51398372650146,0.18814093721448444,6.0,"[0.8038305836472726, 0.8576292756019039, 0.8734923429685096, 0.8988993433823558, 0.9035092718213972, 0.9082468877566537]","[0.5351065440420535, 0.38053362409779234, 0.33616792397489753, 0.2729994756718204, 0.25592455523063057, 0.24130454714867466]",391.51398372650146,"[0.8792279278859496, 0.9045394593849778, 0.9202877846546471, 0.9276016135700047, 0.9290145123377442, 0.9308000733144581]","[0.3335074692731723, 0.25651093054329976, 0.21475603414000943, 0.19760794201283716, 0.19443205319112167, 0.18814093721448444]"
18_1,complete,127.0,20.0,0.002779156079570427,adamw,0.2606607858107202,1495.0,0.019745575316781623,True,1281.2076313495636,82800.0,1722699353.7686727,1722698072.1358516,15859.754315137863,1281.2076313495636,0.19112732959421058,20.0,"[0.8055026142527817, 0.8585397210070695, 0.87332747017265, 0.8851904826504844, 0.9024632849075176, 0.9129609380449567, 0.9181498568209391, 0.9199204668796882, 0.9242480979079292, 0.9262082515254854, 0.9306868596997842, 0.9323116586637245, 0.9325803923543798, 0.933877063491357, 0.936146581614459, 0.9344363934779293, 0.9353133509398768, 0.935125874936896, 0.9369589782581127, 0.9376870215569855]","[0.5300898665867785, 0.38315269587531925, 0.339043424400703, 0.30990732145845573, 0.26379804778351357, 0.2376200886906455, 0.221040179095571, 0.21882633293274217, 0.20513084729906744, 0.19939468022455614, 0.18529501819500216, 0.1837201834749923, 0.17854588887797146, 0.1771686742151225, 0.17373638223639873, 0.17947592555727593, 0.17513742751230008, 0.1763879063898924, 0.17083424132652383, 0.16852201456351887]",1281.2076313495636,"[0.8936352761168229, 0.9044062319554781, 0.907315204645458, 0.923142113183674, 0.9264494676338999, 0.9295950613523785, 0.928276937258871, 0.9304319256230404, 0.9312607740101061, 0.9323342605641014, 0.9318409668771844, 0.9329973340034485, 0.9327526926994324, 0.932669808990077, 0.933332884311676, 0.933332884311676, 0.9330842300465233, 0.9337473059955396, 0.9330842313013579, 0.934323485274064]","[0.2915131797916011, 0.254524848021959, 0.2523158649080678, 0.2153645468385596, 0.20270152146878995, 0.19897292060287375, 0.2000603371937024, 0.19505224110264527, 0.19234279782364244, 0.19204197839686746, 0.19521211373962855, 0.19417206296011022, 0.19272183160248554, 0.19252293994160075, 0.19232693079270816, 0.1924787363135501, 0.19162088924724804, 0.19167360924184323, 0.19043164770854146, 0.19112732959421058]"
81_0,complete,90.0,6.0,0.000753825115727633,adamw,0.2959627755648479,1405.0,1.0895299531429048e-05,True,382.58687019348145,82800.0,1722758260.067033,1722757877.0280237,75383.73490452766,382.58687019348145,0.19206897814327212,6.0,"[0.8017686467324749, 0.8610903268003285, 0.877382461386227, 0.8978984809100404, 0.9042031021600359, 0.912796525249767]","[0.5404602190974946, 0.3742211800947618, 0.32123361112138304, 0.268319921881965, 0.2530068585209632, 0.23226538643743214]",382.58687019348145,"[0.9015754763759783, 0.9106965371921881, 0.9194859244040589, 0.9269486105264123, 0.926616937811695, 0.9315920583347777]","[0.2734338919173426, 0.24589502839232558, 0.21547172126818948, 0.1984675385669541, 0.20242650328732248, 0.19206897814327212]"
72_0,complete,84.0,6.0,0.0018557055563731678,adamw,0.37534786377543217,841.0,1.4482949642183818e-05,True,374.52134227752686,82800.0,1722749280.1516905,1722748905.1574538,66423.74542999268,374.52134227752686,0.19267538690066838,6.0,"[0.8048618198274733, 0.8654193182091613, 0.8833458355881951, 0.8998779132441207, 0.9062534807236878, 0.9115398613723008]","[0.5354742537793162, 0.36366991102174445, 0.3097298599232535, 0.2646075094157791, 0.2533928781383104, 0.23550531800862376]",374.52134227752686,"[0.8900960296184033, 0.9157231787701586, 0.9196498073064364, 0.9247280617693922, 0.9278776912422447, 0.9284604396019782]","[0.2956212578745155, 0.22631045707039066, 0.21347543909833147, 0.2068224189529469, 0.19810735439503943, 0.19267538690066838]"
4_1,complete,73.0,20.0,0.0002212506508325972,rmsprop,0.4209864081307127,848.0,0.01221490535506199,True,1272.0116739273071,82800.0,1722686866.4920573,1722685594.062134,3391.8393585681915,1272.0116739273071,0.19495967942656892,20.0,"[0.7763074804833414, 0.8361374270227543, 0.8586631394628333, 0.8787685604624473, 0.8900025906352649, 0.8970809124161044, 0.9036467750202921, 0.9047656402580644, 0.9060275673322764, 0.906967073135463, 0.9082839810558365, 0.9084558689847906, 0.9083699243409293, 0.9058978512294387, 0.9092779365172865, 0.9082295342962793, 0.9084948379218035, 0.9043882377785389, 0.9098379026792695, 0.9078286416987156]","[0.6075554582485674, 0.43980561599905366, 0.37394475151068535, 0.3224136381209078, 0.28633672972761753, 0.2667426281017011, 0.2572792602255714, 0.24617141138728266, 0.2433302849757635, 0.24397758865519498, 0.23684794157969916, 0.23898920470050403, 0.23443663710201765, 0.23787880050850677, 0.23485870237000808, 0.24333918717403905, 0.23912722290151026, 0.24682625359360208, 0.23589149201260512, 0.23824948058845788]",1272.0116739273071,"[0.8528168093074452, 0.8959052356806668, 0.9134406689441565, 0.923403308247075, 0.9203137022076231, 0.9251793839714744, 0.9268398281299707, 0.9289983976971019, 0.9274209799188556, 0.927919112552296, 0.927587024009589, 0.9260926289991899, 0.9283342213341684, 0.928334222056649, 0.927836090145689, 0.9280021338751822, 0.9281681786883961, 0.9276700453324751, 0.9274209806413362, 0.9275870243708293]","[0.44223280901258644, 0.28114245628768747, 0.23640279056447924, 0.21331651264970952, 0.20947519635612313, 0.20282298177480698, 0.20128280208869415, 0.1991646587171338, 0.1982164128260179, 0.196808745237914, 0.19641805607261079, 0.1973451974039728, 0.1950259047024178, 0.19577920759717624, 0.19601986166654212, 0.196296913876678, 0.19562144381078808, 0.19512816981384248, 0.1963559820796504, 0.19495967942656892]"
50_0,complete,115.0,6.0,0.001269663028632482,adamw,0.2782630336896107,978.0,0.00043251967841048314,True,406.9070851802826,82800.0,1722729796.9919457,1722729388.2284482,46967.590017318726,406.9070851802826,0.19529176169917697,6.0,"[0.805434169524024, 0.8609296251712233, 0.8805722729726271, 0.8999028759139577, 0.9047915798625307, 0.914744657192504]","[0.5352804050847674, 0.37823971884957913, 0.3120574867040917, 0.26759594486375743, 0.25573399142500314, 0.22748762508185857]",406.9070851802826,"[0.8925568955285209, 0.9025982981636411, 0.9211283189909799, 0.924006165776934, 0.9293167261850266, 0.9265009925478981]","[0.2919059083575294, 0.256825347670487, 0.21224794238805772, 0.20788497442290896, 0.19283359455210822, 0.19529176169917697]"
71_1,complete,94.0,20.0,0.001284379125711567,adamw,0.14666653083358086,1443.0,0.02428022326817188,True,926.8841981887817,82800.0,1722750207.879077,1722749280.5407586,66798.2667722702,926.8841981887817,0.19548593179206364,14.0,"[0.9246429108126989, 0.9419438483197162, 0.9530873425786043, 0.935991815158299, 0.941353988390846, 0.9391000297671428, 0.9160954940575676, 0.9152183376413036, 0.9113190168270626, 0.9150455434261703, 0.9172585589078541, 0.9154091746839759, 0.9141746326668622, 0.9143675515563054]","[0.19540012349354544, 0.1529365265322758, 0.1267095538887784, 0.17017481865364978, 0.156129761830468, 0.16222358083100935, 0.2270972419552024, 0.22646301242645006, 0.2332928092847715, 0.22853709414688808, 0.2201172252661328, 0.22437844835148865, 0.22503011058396322, 0.22577181397235557]",926.8841981887817,"[0.931132520083338, 0.9312585280276835, 0.9327947539277375, 0.9320896449498832, 0.9326285305432975, 0.9326285305432975, 0.9331272006966174, 0.9326285305432975, 0.9332103123888373, 0.9330440890043974, 0.9337089825421572, 0.9323791954666376, 0.9326285305432975, 0.9327947539277375]","[0.18975430275895633, 0.1929732653661631, 0.19759811065159738, 0.1962435926834587, 0.19617023746832274, 0.19590603385586292, 0.19643308094237, 0.19667280081193894, 0.1957213005516678, 0.19544835662236437, 0.19498482084600255, 0.19632058724528179, 0.19623653340386227, 0.19548593179206364]"
15_0,complete,53.0,6.0,0.0032056991758700206,adamw,0.5592234647480906,775.0,0.009574690516613525,True,376.2459514141083,82800.0,1722696427.645495,1722696050.9702723,13841.9591152668,376.2459514141083,0.19578283183309475,6.0,"[0.7991777018502059, 0.8601238950593582, 0.881625952639064, 0.8944033023142657, 0.9015262264421181, 0.907950601435655]","[0.5441840746117217, 0.3682318207772889, 0.3145678187525167, 0.278324400648376, 0.2632166270421567, 0.2456975985343093]",376.2459514141083,"[0.9049614365930599, 0.9141044834636907, 0.9175123472570847, 0.9255748514561927, 0.9276188118342261, 0.9299461324309463]","[0.26174826874081786, 0.23451418163755391, 0.2229691601075265, 0.20761392657780436, 0.19929799783794366, 0.19578283183309475]"
