epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.3699646628073858,0.8643627871098044,0.29841175565383576,0.893632455560185
2,0.2279114761526428,0.9169724538394612,0.24072607511641994,0.9131866829507302
3,0.17966525427507107,0.9339894048279092,0.2263596158899717,0.9204780939441399
4,0.14555855122399572,0.9474306870471768,0.23557292695013468,0.9198152374901227
5,0.12505578695722616,0.9542528223026462,0.22200752914751937,0.9204573795299402
6,0.11072000826302206,0.9602070617635575,0.21773432165184278,0.9256152250622743
7,0.10431992198524347,0.9619909924962268,0.22178418199287964,0.9243723670108206
8,0.09952320978924958,0.9643851791023202,0.21474424239573062,0.9271066504836882
9,0.09650049792385926,0.9652374579773786,0.2159005501526314,0.9291573570878714
10,0.09278896493714736,0.9664397564344422,0.21244277525068128,0.9291780695019153
11,0.0949913387832312,0.9660910362940012,0.22148499512832437,0.9251180827217614
12,0.09529415115048169,0.9658347037550169,0.21548159440491824,0.9272723629970678
13,0.08945198958695663,0.9677435463234707,0.21959475792894428,0.9268580755131357
14,0.09140533665713381,0.9676394516862866,0.21944148515994916,0.9294887837147553
15,0.08910912412264295,0.9682497085648484,0.22281474000055518,0.9292402131445456
16,0.09069620257692684,0.9677643654318322,0.22103493290659565,0.9272723589967561
17,0.09249395731849122,0.9680350130364224,0.2197361926754449,0.9253666528919399
18,0.09319086041471106,0.9678060043521515,0.22233826462054412,0.9252009383784044
19,0.09306391384483992,0.9673961293436022,0.2167235592367665,0.9261330802168622
20,0.09141818049534979,0.968699920237768,0.2189610847990785,0.9274380759104787
21,0.09562867895729878,0.9652869030958886,0.2232943879277914,0.9265059352721143
22,0.0930243808364662,0.9667715588066268,0.2124183743992108,0.9282666444778442
23,0.09284534331247789,0.9678476414632234,0.22203646287722076,0.9273552190537421
24,0.09051226489371533,0.9680493254886711,0.21964428713857728,0.9252837960352034
25,0.0969879094018125,0.96631354184014,0.21627055451073904,0.9276866452805947
26,0.09484337133938105,0.9658698369238469,0.2175098724863273,0.9275416463813526
27,0.09436641129999598,0.96686264214186,0.21773698175913536,0.928598073104884
28,0.09284183310115518,0.9664879004026545,0.2172232043223093,0.9262573643018736
29,0.09475458414775978,0.9659596174000488,0.21660338527204206,0.9272723617969744
30,0.0903407344610303,0.9676459571362346,0.21788866447922367,0.9260502209599386
31,0.09462281549899111,0.9662797105252039,0.21833982781175798,0.9276866472807507
32,0.09834472131781896,0.9642953973194399,0.2158950688254913,0.9271687921261628
33,0.09350441919850157,0.9667234157430382,0.21857760311573143,0.9291780711020399
34,0.09361886325909506,0.9667025965341629,0.21459384467577775,0.929178069101884
35,0.09581997329416303,0.9659179787812707,0.2171833483914801,0.9266302197571569
36,0.09137724665061117,0.9677851848417349,0.21694093368847497,0.9273345026393864
37,0.09639418142428387,0.9651203505305376,0.21707214615088982,0.9265266492862829
38,0.09296964781129541,0.9669524241257679,0.21475038194916393,0.9297580686991647
39,0.09638109779327755,0.9649407862611806,0.21750562218011626,0.927438076710541
40,0.09288482258526662,0.9670083756993633,0.21680287096724415,0.9269409347700592
41,0.0951573910760186,0.9672920346059043,0.21456962381333314,0.9278316457799617
42,0.09149157531201386,0.9668066912718607,0.2170070429776339,0.9278523597941303
43,0.09325915582880101,0.9673063480632904,0.22254927776403874,0.9258637940323593
44,0.09211277214003001,0.9678138107513697,0.22016444264742352,0.9266923621996938
45,0.09300431446918297,0.9665360445718942,0.2194585507148064,0.9262780775159798
46,0.09520071670475838,0.9664254436806523,0.2136131980575171,0.9296752134425528
47,0.09115592797065364,0.9680766513536592,0.22175203656290202,0.9276866448805636
48,0.0970302128231445,0.9653636729737357,0.21454749163865244,0.9269409347700592
49,0.0930415807734754,0.9671684217091153,0.21889592219619142,0.9286602131472338
50,0.09077816366722169,0.9675431635488346,0.21818583538668268,0.9281009311644023
51,0.0937081597883625,0.9671254824426082,0.2202531396342604,0.9260709357741695
52,0.09336348936357496,0.9666544522644095,0.21824409872693504,0.9260295065457389
53,0.09615745418665783,0.9657449211680266,0.21803713874928904,0.9283287865203499
54,0.09479250043825345,0.9660780260977013,0.2159700614193942,0.9291780703019776
55,0.09545627592247714,0.9656473324833592,0.2161309996857339,0.927831646580024
56,0.09643767073649982,0.9652439629247579,0.21511925131882598,0.9290952146453345
