epoch,train_loss,train_accuracy,val_loss,val_accuracy
56,0.03172469553144226,0.991938998301824,0.26332971003755706,0.9282006963210947
57,0.027455482440429342,0.9925925930341085,0.2545361820991863,0.9237673054723179
58,0.03143660196009376,0.9912854035695394,0.26855317234773846,0.9263624610269771
59,0.03290926958132466,0.9906318088372549,0.25687682235558684,0.9220372017692117
60,0.0339118550506774,0.9921568632125854,0.22601466453360283,0.931660903727307
61,0.02901907804749768,0.9932461877663931,0.23130371547578013,0.9411764740943909
62,0.027791395274349876,0.9929375458646703,0.26728223415557295,0.9211721499176586
63,0.0292992706234347,0.9941176474094391,0.2811835895648555,0.9194420462145525
64,0.03339123159209891,0.9906318088372549,0.25410703812068436,0.9290657481726479
65,0.027424235918105867,0.9938997824986776,0.256255182218464,0.9282006963210947
66,0.030823706319723795,0.9923747281233469,0.25380819730515425,0.9290657481726479
67,0.030302093849779877,0.9915032684803009,0.283210965749972,0.9247404889148825
68,0.03142271534767739,0.9934640526771545,0.27371168476255503,0.9212802815086701
69,0.03393049474759243,0.9910675386587778,0.2420410073143156,0.9315527721362955
70,0.027910265408502676,0.993681917587916,0.20887425429571202,0.9377162666881785
71,0.021952518160590746,0.9943355123202006,0.2628877212786499,0.9221453333602232
72,0.027822353590400545,0.9930283228556315,0.270335845032926,0.9325259555788601
73,0.024642142200011423,0.9945533772309622,0.28443424821393015,0.9238754370633293
74,0.030211978302179854,0.9925925930341085,0.26356738875620067,0.9247404889148825
75,0.024416781904680343,0.9952069719632467,0.2686806935680044,0.9325259555788601
76,0.025437048050311946,0.9941176474094391,0.2305851523654864,0.9273356444695416
77,0.0299955945273622,0.9923747281233469,0.26106001502450776,0.9238754370633293
78,0.030021279707148938,0.9945533772309622,0.26030749783796425,0.9273356444695416
79,0.0299142124250971,0.9923747281233469,0.25328753462663905,0.9299308000242009
80,0.0239433939708289,0.9958605666955312,0.2301402507993557,0.9342560592819663
81,0.027374293275998853,0.9925925930341085,0.27512455089291665,0.9263624610269771
82,0.028349759504231367,0.9923747281233469,0.2377711276195067,0.9368512148366255
83,0.02504853034813466,0.9925925930341085,0.24075946858262315,0.9342560592819663
84,0.027877834346360975,0.9945533772309622,0.25519401088411753,0.9282006963210947
85,0.02981128864927019,0.9932461877663931,0.24405301319818726,0.9273356444695416
86,0.0326344512045142,0.9915032684803009,0.28186639866736884,0.9247404889148825
87,0.027292519980282696,0.99281045794487,0.24596985543201513,0.9351211111335194
88,0.030422829926990542,0.99281045794487,0.23478565858129194,0.9333910074304131
89,0.021420126575685573,0.9941176474094391,0.250089302789146,0.9325259555788601
90,0.028567349266167084,0.9934640526771545,0.2379622594864272,0.9342560592819663
91,0.023434836352801844,0.9938997824986776,0.23971335340619965,0.931660903727307
92,0.023592161452769586,0.994462600240001,0.2458251256030053,0.9351211111335194
93,0.025917316925349747,0.9934640526771545,0.25573175925049274,0.9264705926179886
94,0.028889759743927882,0.9928467688737093,0.22537774422808604,0.930795851875754
95,0.025605062195164566,0.994898330061524,0.24881758083425023,0.9290657481726479
96,0.02742182250405205,0.99281045794487,0.22364612097632797,0.9377162666881785
97,0.02011076839849853,0.9949891070524851,0.2371740110547227,0.9385813185397316
98,0.0241113489368689,0.9945533772309622,0.23930335062665536,0.9247404889148825
99,0.031191268699034547,0.9917211333910624,0.2504097521852921,0.9368512148366255
100,0.019447807280960627,0.9962962965170542,0.26772231533301666,0.9273356444695416
